artist_name,album_title,genre,album_url,artist_url,tags,location,release_date_clean,release_year,description
Arvalastra,Meditation on the Lunar Steppes,metal,https://hiswounds.bandcamp.com/album/arvalastra-meditation-on-the-lunar-steppes?from=search&search_item_id=3229732579&search_item_type=a&search_match_part=%3F&search_page_id=4754821506&search_page_no=1&search_rank=1&search_sig=208cc29db72c55851ffa68225b5ae824,,"metal, ambient black metal, atmospheric black metal, black metal, medieval black metal, raw black metal, Greece",,2023-02-03,2023,
Galder,Esc,Gurs,https://forbiddencolours.bandcamp.com/album/esc?from=search&search_item_id=2704024920&search_item_type=a&search_match_part=%3F&search_page_id=4754821633&search_page_no=1&search_rank=2&search_sig=750b43db095593e52ec1475862c6b132,,Bilbao,,2023-11-23,2023,
Gurs,Gurs,punk,https://gurspunk.bandcamp.com/album/gurs-2?from=search&search_item_id=736572144&search_item_type=a&search_match_part=%3F&search_page_id=4754821714&search_page_no=1&search_rank=1&search_sig=3f0c107bc8cdfdb4c7f07cccdba3eda3,,"diy, punk, bilbo, post-punk, Bilbao",,2022-09-02,2022,"......GURS.El campo de Gurs fue construido en 1939 para mantener detenidas a las combatientes que cruzaban la frontera escapando del terror del final de la guerra. Lo llamaron ""camp des basques"" ya que originalmente estaba previsto para albergar a prisioneras vascas —6.500 personas provenientes de Euskal Herria acabarían allí—. Tras la caída del frente de Catalunya, llegarían revolucionarias de toda la península.El gobierno francés construyó el campo a modo de cárcel, con el objeto de aislar y detener a todos los sectores que podían poner en peligro el esfuerzo de guerra. Gurs se convirtió así en el forzoso hogar de anarquistas y comunistas, así como también de pacifistas, judias, presas por delitos comunes, alemanas y habitantes provenientes de los demas paises enemigos.Después, con la ocupación nazi de la denominada “Francia de Vichy”, Gurs sería uno de los campos que se integraban al sistema de campos de trabajo y exterminio del III Reich. Afortunadamente muchas presas de la camada anterior habían podido salir o escaparse ante el cambio de autoridades, pero en su lugar miles de nuevas detenidas se sumaron. Gurs era una vía directa a Auschwitz.Tras la derrota de Hitler en la región francesa, el campo siguió vivo y les sirvió a los vencedores para mantener presas a todas aquellas personas que habían luchado en la resistencia, pero que no se adecuaban al discurso oficial de “La Resistencia”. También el poder mantuvo allí a quienes pretendían cruzar la frontera e iniciar una contraofensiva contra Franco. Demostrando así una vez más, que la opresión se viste de diferentes formas pero nos apuñala con el mismo cuchillo.Este disco va dedicado a todas esas personas que lucharon toda una vida y acabaron en los campos de concentración de la democracia y del fascismo. A quienes mantienen viva nuestra historia frente al relato de la burguesia y luchan a día de hoy contra el Capital y contra el Estado en todas sus formas.A Cecilio Barrio y todas aquellas personas que sufrieron el horror de los campos y a aquellas que cayeron, luz eterna.:: euskGURS.Gurseko kontzentrazio-esparrua 1939an eraiki zuten, gerraren amaierako izutik ihesi muga zeharkatzen zuten borrokalariak atxilotuta edukitzeko. ""Camp des basques"" deitu zioten, jatorriz euskal presoak hartzeko aurreikusita baitzegoen, izan ere, Euskal Herritik etorritako 6.500 pertsonek han amaitu zuten. Gerora, Kataluniako frontea erori ondoren, penintsula osotik iraultzaileak bidaltzen hasi ziren.Frantziako gobernuak kartzela gisa eraiki zuen, gerra-ahalegina arriskuan jar zezaketen sektore guztiak isolatzeko eta atxilotzeko. Hala, Gurs anarkisten eta komunisten nahitaezko bizileku bihurtu zen, baita bakezale, judu, preso arrunt, alemaniar eta gainerako herrialde etsaietatik etorritako biztanleena ere.Gero, “Vichyko Frantzia” deiturikoaren okupazio naziarekin, Gurs III. Reicheko lan eta sarraski esparru sisteman integratu zen eremuetako bat izan zen. Zorionez, aurreko preso askok alde egin ahal izan zuten agintarien aldaketa aprobetxatuz, baina era berean, milaka atxilotu berri batu ziren. Gurs Auschwitzerako bide zuzena zen.Hitlerrek Frantziako eskualdean porrot egin ondoren, kontzentrazio-esparruak erabilgarri jarraitu zuen, eta erresistentzian borrokatu ziren baina “Erresistentzia”ren diskurtso ofizialera egokitzen ez ziren pertsona guztiak preso edukitzeko balio izan zuen. Hauez gain, muga zeharkatu eta Francoren aurkako kontraerasoari ekin nahi ziotenak ere han mantendu zituen botereak. Horrela, zapalkuntzak, modu ezberdinetan jantzi arren, laban berarekin sastakatzen gaituela berriro ere frogatuz.Disko hau, bizitza osoan zehar borrokatu ziren eta demokraziaren eta faxismoaren kontzentrazio-esparruetan amaitu zuten pertsona horiei guztiei eskainia dago. Burgesiaren kontakizunaren aurrean, gure historia bizirik mantentzen dutenei; eta gaur egun kapitalaren eta Estatuaren aurka bere forma guztietan borrokatzen direnei.Cecilio Barriori, kontzentrazio-esparruetan izugarrikeria jasan zuten pertsona guztiei, eta erori zirenei, betiko argia."
VVAA,BAP163 Diamonds In The Night Vol.5 - WLDV - Relax & Enjoy,electronic,https://wldv.bandcamp.com/album/bap163-diamonds-in-the-night-vol-5-wldv-relax-enjoy?from=search&search_item_id=784349555&search_item_type=a&search_match_part=%3F&search_page_id=4754821814&search_page_no=1&search_rank=1&search_sig=898815c4c1ef1e0ebf8782d8420bc3e2,,"bordello a parigi, ebm, electronic, italo disco, wldv, acid, bilbao, electro, horror disco, spacedisco, synth, synthwave, techno, Bilbao",,2022-12-02,2022,
Antxon Sagardui,Sei Sor Gin,reggae,https://crudobilbao.com/album/sei-sor-gin?from=search&search_item_id=1665196553&search_item_type=a&search_match_part=%3F&search_page_id=4754821923&search_page_no=1&search_rank=4&search_sig=3e7efea15b693ac4f033021bb3d7c331,,"dub reggae, dub techno, electro dub, electronic music, reggae, steppa, Bilbao",,2025-04-02,2025,"CrudoBilbao SoundLabel Instagramwww.instagram.com/crudobilbao_soundlabelCrudoBilbao SoundLabel FaceBookwww.facebook.com/profile.php?id=61572448221482CrudoBilbao SoundLabel SoundCloudsoundcloud.com/crudobilbaoFree Groover Tokens (Playlist promotion)tinyurl.com/playlistpromo#Dub, #Techno, #dubtechno #Downtempo, #downtempomusic #Steppa, #Steppas, #Steppastyle #Dubsteppa, #Electrodub, #Melodica, #Soundsystem, #Meditative, #meditativemusic #meditativemind #Deep, #Electronic, #electronicmusic #electronicsound #bass, #Rythm, #Rythmandsound, #Sorgin, #Ataun, #Spell, #Sorcery, #Musicalsorcery, #Healing, #healingsounds, #Therapeutic, #musictherapy, #Musictherapy, #Healingfrequencies, #Root, #Rootchakra, #Rootchakraactivation, #Mulhadara, #Abundance, #Abundancemindset, #396hz, #Redcolor, #Red, #Introspection, #Repetition, #Subconscious, #Subconsciousprogramming, #Subconsciousreprogramming, #Delay, #Reeverb, #Phaser, #2025, #Antxon, #Sagardui, #AntxonSagardui, #BassDefender, #crudo, #bilbao, #CrudoBilbao, #ugari, #ugarik, #ugarigeu, #geu, #euskara, #euskera, #ibero, #iberian"
judy,Eroa,electronic,https://erroa.bandcamp.com/album/eroa?from=search&search_item_id=1334602529&search_item_type=a&search_match_part=%3F&search_page_id=4754822031&search_page_no=1&search_rank=1&search_sig=cd3b6f70f2cac12184ed3e9117ed25f4,,"electronic, drum & bass, dubstep, electronica, house, techno, Bilbao",,2023-06-09,2023,
Sistemak Arriskutsuak Dira,Nika,rock,https://sistemakarriskutsuakdira.bandcamp.com/album/nika?from=search&search_item_id=3602653359&search_item_type=a&search_match_part=%3F&search_page_id=4754822145&search_page_no=1&search_rank=1&search_sig=7b0d13ce03e97941774b328c46b66046,,"rock, experimental, grunge, noise pop, post punk, Bilbao",,2023-12-01,2023,"Ekoizpena, grabaketa eta nahasketa: Urtzi Iza (Eten Espazio Sonoro)Soinu Teknikaria: Imanol CanteroDiseinua: SutxartSistemak Arriskutsuak Dira: Xabier Seoane, Liam Ó Maoláin eta Aitor Urrutia"
Ekhi Lambert,Inbasioak,Full Cab,https://ekhilambert.bandcamp.com/album/inbasioak-2?from=search&search_item_id=1058233833&search_item_type=a&search_match_part=%3F&search_page_id=4754822307&search_page_no=1&search_rank=6&search_sig=df24e4ad16ee50e2eb7574305c86f7b8,,"euskal kantagintza, folk, basquemusic, euskalmusika, Irouléguy",,2024-03-20,2024,"Inbasioak2023ko primaderan sortutako diskoaZuzendaritza artistiko, testu, konposizio, moldaketa eta orkestrazio lan guziak Ekhi Lambert-ek obraturikMusikariak :Ekhi Lambert – Ahotsa, gitarrak, sintetisadoreakJoseba Irazoki – GitarrakLudovic Leriche – Pianoa, teklatuakOihan Oliarj-Ines – Basua, sintetisadoreaFélix Buff – Bateria, sintetisadoreaOiasso KamerataBiolin 1: Tomas Ruti, Leire Hipolito, Alejandro Vázquez, Anaís BurgosBiolin 2: Maider Aizpurua, June Berges, Cristina Vértiz, Pablo GutiérrezBiolak : Maite Colás, Bittor Alkain, Imanol Martínez, Miren de DiegoTxeloak : Misael Lacasta, Iratxe Paredes, Alejandro Saúl Martínez, Tetiana MertelovaUritze Laka – Flauta, piccoloEñaut Saldumbide – GaitaJean-Victor Suzanne – KlarineteaJon Caliot – TronpetaJérôme Capdepont – TronboiaMiguel Etcheverry – BibrafonoaPeio Erramouspe – Sintetisadoreak, sound designMaddi Sanz – HarpaTeknika :Johannes Buff (Shorebreaker estudioa) – Grabaketa, nahasketaKaki Arkarazo (Garate estudioa) – Soken grabaketaBenoît Bel (Mikrokosm estudioa) – MasterizazioaAzala :Elsa Parra – ArgazkiakAmaia Arbeletche, Elisa Di Primo, Sophie Tatin (Latsaga zalditokia) – Zaldien prestakuntza eta gidamenduaEdith Mercier – GrafismoaEskerrak :Maiana IrigoyenElorri FalxaAmaiur EpherIsabelle BrivetFrank SuarezMirentxu MateoMonique MateoBéatrice Mateo"
Full Cab,Full Cab,rock,https://fullcabb.bandcamp.com/album/full-cab-demos?from=search&search_item_id=934615725&search_item_type=a&search_match_part=%3F&search_page_id=4754822454&search_page_no=1&search_rank=4&search_sig=1f4e0eb30487ba16ec6a3f9e12a91698,,"alternative rock, garage rock, indie rock, noise pop, rock, Bilbao",,2020-11-06,2020,
Ian Mason,Ordalías,folk,https://ianmason.bandcamp.com/album/ordal-as?from=search&search_item_id=3238413909&search_item_type=a&search_match_part=%3F&search_page_id=4754822597&search_page_no=1&search_rank=1&search_sig=55ed455ab4138f5438461a81523145e5,,"avebury, folk, country, dark folk, folk, megalithic, symbolism, Bilbao",,2020-09-21,2020,
Dj Rumaniak Presenta Lo Mejor del Balkan Klezmer Peninsular,Dj Rumaniak Presenta In Balkan Klezmer We Trust,world,,,,,,,
Miguel A. García & Mikel Vega,ER047 Miguel A. García & Mikel Vega - Restrrcants,electronic,https://eclecticreactionsrecords.bandcamp.com/album/er047-miguel-a-garc-a-mikel-vega-restrrcants?from=search&search_item_id=4080875063&search_item_type=a&search_match_part=%3F&search_page_id=4754822860&search_page_no=1&search_rank=1&search_sig=6fd694ca838902d0fccdef863f91e591,,"drone, electronic, guitar, house, ambient, atmospheric, avantgarde, ethereal, experimental, industrial, techno, Bilbao",,2024-02-02,2024,"Music by Miguel A. García & Mikel Vega.Mixed and recorded by Ander Barriuso, Elektrika Grabaketak.Mastered by Ilia Belorukov."
Puro Luego,provisional para siempre,alternative,https://puroluego.bandcamp.com/album/provisional-para-siempre?from=search&search_item_id=1500944408&search_item_type=a&search_match_part=%3F&search_page_id=4754823029&search_page_no=1&search_rank=1&search_sig=fbf97004c38c7d514e7ed910c0e37177,,"alternative, bilbao, feminism, pinkpunk, Bilbao",,2013-03-13,2013,
NASTI DE PLASTI,Mi último reducto (2015),punk,https://nastideplastirock.bandcamp.com/album/mi-ltimo-reducto-2015?from=search&search_item_id=1812178508&search_item_type=a&search_match_part=%3F&search_page_id=4754823153&search_page_no=1&search_rank=1&search_sig=a753f9ec8ee38dcc064199c62d2f91f0,,"punk, punkpop, punkpop, spain, bilbao, malamuerte, nasti, nastideplasti, nikis, plasti, pop, pop rock, poprock, ramones, Bilbao",,2015-04-03,2015,"Este disco está grabado, mezclado y masterizado entre febrero y marzo de 2015 por OSKAR SÁNCHEZ en MALAMUERTE ESTUDIOS  (malamuerte.net).Dibujos y diseño realizados por TXORI  (almaltiempo.com)Coedición para el CD: PICNIC RECORDS (picnicrecords@gmail.com)  y POUTINE RECORDS (lamalditapoutine@hotmail.com)Colaboradores Necesarios: TUCA RACA ROCK DISTRO (tuca-raca@hotmail.com)  y BAD DEAD RECORDS.Las canciones son de NASTI DE PLASTI (nastideplastirock@gmail.com)"
Tigres Leones,SM027 - La Catastrofía,rock,https://sonidomuchacho.bandcamp.com/album/sm027-la-catastrof-a?from=search&search_item_id=3661875628&search_item_type=a&search_match_part=%3F&search_page_id=4754823284&search_page_no=1&search_rank=1&search_sig=36434248faec77c0d0f4d0201a4c81f6,,"electronic, madrid, punk, rock, spain, bilbao, pop, Madrid",,2015-10-23,2015,Contratación y prensa:luis@sonidomuchacho.com
REPRESION,Represion,punk,https://crapouletrecords.bandcamp.com/album/represion?from=search&search_item_id=607295345&search_item_type=a&search_match_part=%3F&search_page_id=4754823387&search_page_no=1&search_rank=1&search_sig=4e81b6e880a0adaa4ec3c0e3816185d0,,"77punk, punk, punk hardcore, bilbao, crapoulet, fast hardcore, fastcore, hardcore, oldschool, punk hc, punk hardcore, Marseille",,2012-01-04,2012,
Sal del Coche,Ciudad de Polvo,world,https://saldelcoche.bandcamp.com/album/ciudad-de-polvo?from=search&search_item_id=76970462&search_item_type=a&search_match_part=%3F&search_page_id=4754823500&search_page_no=1&search_rank=1&search_sig=037d1c402ced818bc00dab37ebff4c9d,,"world, Bilbao",,2024-11-22,2024,"Grabado en Eten por Urtzi Iza y Niko Bortolini, mezclado por Iker Ruiz de Apodaka y masterizado por Mario Castillo. Foto portada Adri G Lorenzo. Voces en ""Máquina de Humo"" por Julene Gregorio y Brava."
ALTARAGE,Worst Case Scenario,metal,https://altarage.bandcamp.com/album/worst-case-scenario?from=search&search_item_id=172570362&search_item_type=a&search_match_part=%3F&search_page_id=4754823660&search_page_no=1&search_rank=1&search_sig=e4e4abe35f5893f12cfedbf6000ea960,,"death metal, doom, drone, grindcore, heavy metal, metal, Bilbao",,2023-09-15,2023,
Reykjavik606,Divorce From New York presents This Ain't Jazz No More,electronic,https://reykjavik606.bandcamp.com/album/divorce-from-new-york-presents-this-aint-jazz-no-more?from=search&search_item_id=1480421681&search_item_type=a&search_match_part=%3F&search_page_id=4754823841&search_page_no=1&search_rank=1&search_sig=8286b7700d01c51435b7b7fc34237406,,"ambient, broken beat, electronic, future jazz, house, nujazz, beats, breaks, jazz, jungle, nu-jazz, San Sebastián",,2021-04-29,2021,
Inigo Lunani,Halloween Electronic [LNI09],electronic,https://inigolunani.bandcamp.com/album/halloween-electronic-lni09?from=search&search_item_id=1773694445&search_item_type=a&search_match_part=%3F&search_page_id=4754824059&search_page_no=1&search_rank=1&search_sig=27658707473c871a07f3e07632ed074e,,"electronic, minimal house, minimal, minimal techno, Bilbao",,2025-09-30,2025,
ALTARAGE,Succumb,metal,https://altarage.bandcamp.com/album/succumb?from=search&search_item_id=4007853431&search_item_type=a&search_match_part=%3F&search_page_id=4754824170&search_page_no=1&search_rank=1&search_sig=85309a717583210c83e236a5f0ca47de,,"death metal, doom, drone, grindcore, heavy metal, metal, grindcore, industrial, Bilbao",,2021-04-23,2021,
DJ NESKET,ESSA MINA,electronic,https://nesket.bandcamp.com/album/essa-mina-2?from=search&search_item_id=214660446&search_item_type=a&search_match_part=%3F&search_page_id=4754824296&search_page_no=1&search_rank=1&search_sig=8256217055163c5b2c86956a5b339b14,,"electronic, hard dance, poky, bumping, hardbass, scouse house, Bilbao",,2025-09-27,2025,📀 Descarga la versión completa comprando el álbum 🎶✨📀 Download the full version by purchasing the album 🎶✨
airu,YO NO SÉ NADA! NADA!!!,alternative,https://airu-wav.bandcamp.com/album/yo-no-s-nada-nada?from=search&search_item_id=1294634517&search_item_type=a&search_match_part=%3F&search_page_id=4754824482&search_page_no=1&search_rank=1&search_sig=7e85c7d5e7034df5f172b588a64d6c22,,"alternative, bedroom pop, dream pop, indie, surf pop, Bilbao",,2024-10-24,2024,"Música y letra: airuGrabación, mezcla y producción: Jon AguirrezabalagaMáster: Alex FerrerPortada: Julen Alberdi"
TELARAÑA,Huesos y Dientes. Ep,alternative,https://telaraxa.bandcamp.com/album/huesos-y-dientes-ep?from=search&search_item_id=2556382376&search_item_type=a&search_match_part=%3F&search_page_id=4754824628&search_page_no=1&search_rank=1&search_sig=4705aec77f404a61efb983e7bfa653bc,,"alternative, batcave, coldwave, darkwave, electro, goth, goth rock, post-punk, postpunk, synth, Bilbao",,2025-04-09,2025,Txarly Usher : Voz.Orkatz Ira : Guitar.Peibol : Drum Machine & Synths.
ALTARAGE,Sol Corrupto,metal,https://altarage.bandcamp.com/album/sol-corrupto?from=search&search_item_id=5071931&search_item_type=a&search_match_part=%3F&search_page_id=4754824770&search_page_no=1&search_rank=1&search_sig=fffeabb4a124595b060a0153c5e81438,,"death metal, doom, drone, grindcore, heavy metal, metal, Bilbao",,2022-09-02,2022,
ALTARAGE,The Approaching Roar,metal,https://altarage.bandcamp.com/album/the-approaching-roar?from=search&search_item_id=713115421&search_item_type=a&search_match_part=%3F&search_page_id=4754824904&search_page_no=1&search_rank=1&search_sig=ce5217ad617d00edf92e77a764391b33,,"death metal, doom, drone, grindcore, heavy metal, metal, Bilbao",,2019-01-25,2019,
Katarsi,Katarsi,punk,https://katarsi.bandcamp.com/album/katarsi?from=search&search_item_id=2895427317&search_item_type=a&search_match_part=%3F&search_page_id=4754825043&search_page_no=1&search_rank=1&search_sig=c48e5a4c0008e1ef6f350fb7a8ad8bf6,,"punk, diy punk, punk pop, synth, synth pop, Bilbao",,2023-09-01,2023,
La Agonía Vivir,"LADV214 - ALKUPERÄ ""sendero desesperanza"" LP",punk,https://laagoniadevivir.bandcamp.com/album/ladv214-alkuper-sendero-desesperanza-lp?from=search&search_item_id=3773793958&search_item_type=a&search_match_part=%3F&search_page_id=4754825221&search_page_no=1&search_rank=1&search_sig=62a8425fbaa65cc81e8454d51c062507,,"bilbao, punk, crust, emo, emo punk, existencialism, hardcore, noise, post-hardcore, post-rock, screamo, Madrid",,2025-07-15,2025,"Vocals: CabaBass: IkerGuitars: ÓscarDrums: Alberto------Grabado en directo en un fin de semana de finales de enero de 2025, en Gaua Estudios (Fruiz, Bizkaia-EH) con Asier Zubelzu a los mandos como técnico de sonido.Mezclado y masterizado por Role Echolotse (Tonmeisterei) en sus estudios de Oldenburg (Alemania) en marzo de 2025.Diseño, imagen y arte: Yes Oui Bai  (yesouibai.com)Recorded live over a weekend in late January 2025 at Gaua Estudios (Fruiz, Basque Country) with Asier Zubelzu as the sound engineer.Mixed and mastered by Role Echolotse (Tonmeisterei) at his studios in Oldenburg, Germany, in March 2025.Design and graphic art by Yes Oui Bai  (yesouibai.com)"
Hippie Johnny,Where Is the Grey?,acoustic,https://hippiejohnny.bandcamp.com/album/where-is-the-grey?from=search&search_item_id=1367167930&search_item_type=a&search_match_part=%3F&search_page_id=4754825403&search_page_no=1&search_rank=1&search_sig=01ded672f7c0fae889cb75881e300904,,"acoustic, acoustic, folk, pop, pop rock, rock, Bilbao",,2025-09-26,2025,"Jon Bilbao Martínez: Guitarra acústica y voz (guitarra eléctrica en “Animals”)Iñigo Bregel: Batería, bajo, teclado, guitarra eléctrica, coros y sintetizadorProducido por Iñigo Bregel y masterizado por Ibon Larrucea en Estudios EuridiaTodos los temas compuestos por Jon Bilbao Martínez"
judy,E​ŕ​oa Bi,electronic,https://erroa.bandcamp.com/album/e-oa-bi?from=search&search_item_id=2512883288&search_item_type=a&search_match_part=%3F&search_page_id=4754825537&search_page_no=1&search_rank=1&search_sig=5ecace6b58596a5e552add769c5af8de,,"electronic, drum & bass, dubstep, electronica, house, techno, Bilbao",,2024-06-29,2024,
Alkuperä,Sendero Desesperanza,devotional,https://laagoniadevivir.bandcamp.com/album/ladv214-alkuper-sendero-desesperanza-lp?from=search&search_item_id=3773793958&search_item_type=a&search_match_part=%3F&search_page_id=4754825676&search_page_no=1&search_rank=1&search_sig=8bc9f2b2ae2fe5d2fb924a8f6e2dfe13,,"bilbao, punk, crust, emo, emo punk, existencialism, hardcore, noise, post-hardcore, post-rock, screamo, Madrid",,2025-07-15,2025,"Vocals: CabaBass: IkerGuitars: ÓscarDrums: Alberto------Grabado en directo en un fin de semana de finales de enero de 2025, en Gaua Estudios (Fruiz, Bizkaia-EH) con Asier Zubelzu a los mandos como técnico de sonido.Mezclado y masterizado por Role Echolotse (Tonmeisterei) en sus estudios de Oldenburg (Alemania) en marzo de 2025.Diseño, imagen y arte: Yes Oui Bai  (yesouibai.com)Recorded live over a weekend in late January 2025 at Gaua Estudios (Fruiz, Basque Country) with Asier Zubelzu as the sound engineer.Mixed and mastered by Role Echolotse (Tonmeisterei) at his studios in Oldenburg, Germany, in March 2025.Design and graphic art by Yes Oui Bai  (yesouibai.com)"
ibonrg & garazi navas,Çucen henbilqueyen,experimental,https://haziesporak.bandcamp.com/album/ucen-henbilqueyen?from=search&search_item_id=646248578&search_item_type=a&search_match_part=%3F&search_page_id=4754825868&search_page_no=1&search_rank=1&search_sig=14ee5be7e66cbb1324ea33039c9743ff,,"experimental, accordion, bilbao, experimental, improvisation, soundart, voice, Bilbao",,2025-09-01,2025,"Musikariak / Musicians:ibonrg: ahotsa, ttunttuna, txistua, xirula, perkusioagarazi navas: akordeoia, ahotsa, zintzarriak2025eko apirilaren 6an grabatua, San Migel elizan (Elexabeitia - Artea)Recorded the 6th of April 2025 at San Migel church (Elexabeitia - Artea)Nahasketak eta masterizazioa / Mixing and master: Ibon Aguirre (Audiogela)Artelana / Artwork: Jon Martin"
HORN OF THE RHINO,Weight Of Coronation,metal,https://hornoftherhino.bandcamp.com/album/weight-of-coronation?from=search&search_item_id=3031291879&search_item_type=a&search_match_part=%3F&search_page_id=4754826023&search_page_no=1&search_rank=1&search_sig=a855bd1ff31be7a452b694924fbd085a,,"death metal, hard rock, metal, thrash metal, doom metal, sludge, Bilbao",,2010-01-01,2010,"Produced by Xanpe and Horn Of The RhinoMusic and lyrics by Javier GálvezArtwork by Rafa GarrésJulen Gil, drumsSergio Robles, bassJavier Gálvez, guitars and voice"
airu,Con lo bueno y con pena,alternative,https://airu-wav.bandcamp.com/album/con-lo-bueno-y-con-pena?from=search&search_item_id=1047350147&search_item_type=a&search_match_part=%3F&search_page_id=4754826259&search_page_no=1&search_rank=1&search_sig=ce1021fb8c5abab5d4776cfd05ebe753,,"alternative, bedroom pop, dream pop, indie, indie pop, indie rock, pop, surf pop, Bilbao",,2023-10-27,2023,"Música y letra: airuGrabación, producción y mezcla: Jon AguirrezabalagaMáster: Ibon LarruzeaArte: Gorka LarcanSello: Oso Polita<3<3<3"
Arvalastra,Labyrinthine Deserts of Hermetic Knowledge,metal,https://arvalastra.bandcamp.com/album/labyrinthine-deserts-of-hermetic-knowledge?from=search&search_item_id=1254445198&search_item_type=a&search_match_part=%3F&search_page_id=4754826408&search_page_no=1&search_rank=1&search_sig=d7dfc9ecb720e15a6061b038cdcabf54,,"atmospheric black metal, black doom metal, black metal, metal, doom metal, Bilbao",,2025-06-05,2025,"Recorded in various months between 2023 and 2024.no guitars were used on the recording, only electric bass, acoustic bass, and drums.Released by Charnel Sanctum on CD formatCover art by Bryan Maita (BMS Illustration)Throat singing in track 10 by Gaueko"
Margo Cilker,California Dogwood EP,folk,https://margocilker.bandcamp.com/album/california-dogwood-ep?from=search&search_item_id=1397504130&search_item_type=a&search_match_part=%3F&search_page_id=4754826605&search_page_no=1&search_rank=1&search_sig=f08ee84c98a8ea15db3e3c4a11c3cd86,,"americana, basque country, country, folk, basque, bilbao, country folk, folk, singer-songwriter, Goldendale",,2017-12-21,2017,"All songs written by Margo Cilker excepting:""Your Love Is My Rest"" by John HiattMargo Cilker- guitar, vocalsDani Merino- lap steelPit Idoyaga- acoustic guitar, electric guitarAritza Castro- percussionSam Frey- bassRecorded in Redwood Valley, CA and in The Basque CountryEngineered by Clay Hawkins and Saul SantolariaProduced by Saul Santolaria and Margo CilkerMixed and mastered by Saul SantolariaAlbum photography and design by Tamsin Avra"
ALTARAGE,Nihl,metal,https://altarage.bandcamp.com/album/nihl?from=search&search_item_id=4140398434&search_item_type=a&search_match_part=%3F&search_page_id=4754826821&search_page_no=1&search_rank=1&search_sig=eb76938120d7a6a6ac067ed87ff7d103,,"death metal, doom, drone, grindcore, heavy metal, metal, Bilbao",,2016-02-26,2016,
